300 44850
226 105 57
135 177 54
144 189 17
33 63 88
290 196 46
61 92 54
24 58 20
69 247 40
119 34 26
204 275 67
211 253 24
267 141 1
72 37 42
140 70 6
27 61 2
272 122 94
178 199 4
97 268 3
189 140 89
266 44 16
232 7 70
159 98 100
100 238 22
157 18 35
110 290 58
155 220 9
11 70 29
113 11 69
2 277 65
217 261 72
138 68 98
252 227 48
51 79 39
25 289 57
59 99 99
268 255 20
76 18 42
205 131 53
173 133 30
290 103 91
61 241 11
211 194 90
210 297 69
148 22 58
104 134 10
103 102 17
74 231 35
115 136 18
219 61 52
248 103 7
290 217 48
100 128 94
189 38 92
109 239 66
19 43 100
28 198 55
96 24 86
182 191 74
99 110 87
150 58 91
108 48 8
256 200 88
49 89 78
192 199 17
110 218 13
109 298 63
263 94 88
100 276 79
73 75 90
160 278 100
102 86 1
209 94 1
248 196 91
25 140 42
42 250 12
206 112 10
268 75 56
55 228 32
86 53 59
227 265 89
178 67 28
178 28 74
131 276 70
173 2 63
114 96 13
25 2 25
286 22 53
41 130 81
124 216 34
34 195 100
223 73 19
2 252 48
227 83 24
297 256 78
259 122 74
223 147 28
248 133 51
152 226 81
232 50 49
117 84 44
268 59 17
187 113 21
186 41 56
161 90 12
139 101 34
264 24 33
144 24 18
294 176 44
26 160 46
26 30 31
221 298 42
189 237 56
110 123 49
165 285 39
229 176 40
114 140 64
199 284 41
116 30 17
12 108 30
9 186 60
91 107 58
233 297 48
240 159 71
288 24 8
126 5 84
65 120 77
80 71 13
120 239 44
89 3 4
218 13 91
77 104 50
286 37 99
133 277 58
156 17 35
215 143 40
151 260 12
227 93 83
39 265 75
234 54 78
290 24 91
180 153 96
281 192 85
80 77 15
37 233 32
71 201 28
163 52 88
126 279 81
161 70 47
135 5 53
112 295 30
155 227 83
250 208 75
186 40 5
100 78 38
84 201 39
211 116 91
50 243 22
231 104 93
129 291 50
133 155 45
162 10 24
97 12 84
223 199 25
127 51 3
17 135 56
107 46 73
250 149 68
71 132 24
15 261 15
264 146 70
208 61 33
183 210 45
67 133 96
291 13 48
0 189 82
72 191 83
139 15 15
62 30 76
28 295 74
150 255 35
282 139 97
126 258 83
222 249 96
121 294 30
155 294 71
288 119 63
270 10 78
84 73 8
211 153 55
185 3 63
271 285 54
268 164 12
202 138 61
97 259 7
178 114 53
148 155 72
10 125 83
239 210 8
199 173 61
205 58 65
167 82 2
20 102 66
183 4 4
295 153 15
101 31 82
6 179 37
277 242 62
11 233 24
118 132 98
131 38 8
147 205 90
148 278 44
14 213 48
69 261 1
84 62 84
265 120 16
1 98 10
214 109 43
38 280 76
87 111 66
194 258 71
136 106 1
179 172 67
227 294 28
179 78 42
163 95 63
130 148 13
39 62 22
181 152 2
208 239 65
273 134 23
296 22 82
48 201 6
14 128 100
293 60 78
35 223 25
249 105 73
261 144 36
82 77 88
236 286 80
200 259 66
175 255 88
8 56 89
13 70 70
13 116 30
142 151 5
67 152 62
139 113 6
26 247 83
66 183 21
97 136 33
262 63 40
289 136 67
10 201 35
91 44 86
147 163 38
8 54 3
13 133 50
148 199 86
268 296 74
100 10 37
292 211 60
187 252 96
205 263 98
39 106 94
24 254 9
213 262 63
215 28 96
217 176 47
102 196 95
175 49 5
63 41 16
22 280 21
169 186 84
218 225 42
11 2 96
19 267 59
134 235 39
29 152 67
228 6 63
122 181 64
27 244 57
194 18 38
14 187 24
149 158 1
91 169 3
38 241 71
248 75 58
186 156 10
52 136 16
167 259 49
82 38 45
39 284 15
28 299 54
203 200 12
3 291 34
158 82 75
280 30 2
37 217 10
298 269 47
265 188 58
113 271 48
9 10 32
223 90 31
76 293 84
88 48 27
21 258 9
247 238 40
248 27 57
209 25 78
7 290 67
116 155 38
263 164 100
95 87 42
277 164 35
60 4 35
187 25 94
95 272 84
34 272 64
242 233 89
120 241 32
238 109 39
275 73 56
126 168 43
67 145 59
53 206 63
87 145 40
132 240 64
168 275 36
231 269 22
71 89 63
202 27 24
293 54 97
248 180 17
42 247 15
1 0 73
15 140 18
55 272 58
170 140 85
206 71 55
227 195 96
241 97 24
116 142 30
13 90 11
129 133 10
143 186 11
115 253 51
284 60 75
42 231 68
178 137 91
232 116 86
128 109 36
103 225 78
132 290 21
94 172 6
4 67 92
214 235 97
16 219 58
142 261 89
109 192 78
200 124 46
237 4 7
72 107 32
102 292 75
222 86 47
227 90 66
170 56 1
66 124 21
23 267 34
211 128 26
40 80 3
285 18 7
91 142 67
175 244 59
247 145 40
12 67 48
65 134 73
285 209 92
270 173 20
96 213 1
150 251 71
156 42 13
22 217 10
232 218 28
281 217 74
120 282 93
67 47 27
191 84 89
282 54 14
254 202 79
6 52 30
128 261 25
40 35 94
1 20 13
129 1 82
102 173 64
194 292 11
173 184 47
113 218 2
226 224 4
56 282 9
86 110 70
210 203 57
3 204 77
67 33 78
101 187 51
64 134 44
127 59 80
273 172 50
226 150 75
82 258 57
290 44 20
211 6 23
167 62 27
144 181 13
173 282 100
76 99 86
271 278 45
50 251 69
151 230 71
177 12 30
186 2 26
5 265 33
27 132 47
5 28 28
69 202 63
21 30 62
106 1 40
3 51 43
71 254 73
42 132 85
23 18 39
48 23 4
132 102 89
30 159 69
58 229 23
172 250 53
33 108 54
224 111 57
191 277 44
275 52 62
166 100 85
269 285 39
9 15 98
78 125 27
100 297 29
153 82 38
206 6 49
63 125 32
174 16 61
169 43 13
130 209 66
166 231 51
4 240 66
1 70 44
228 171 41
156 76 24
193 34 82
42 97 7
125 23 75
238 192 19
50 74 28
15 240 11
17 244 52
283 298 22
178 226 45
18 134 21
293 80 56
275 174 5
133 51 81
226 40 100
105 107 92
216 125 89
19 160 87
192 38 65
237 108 51
109 102 31
16 129 57
73 262 9
153 22 50
229 248 42
28 106 2
172 22 27
260 93 39
46 285 29
110 274 37
60 136 91
143 152 20
99 225 35
159 130 57
261 60 58
102 140 64
103 12 38
281 272 31
19 18 16
147 180 43
136 241 79
226 136 31
198 235 9
184 147 91
140 108 51
149 262 92
212 66 56
49 47 29
31 119 99
299 18 32
241 154 25
19 133 61
1 31 48
261 267 95
52 159 55
202 9 18
245 221 36
53 23 35
81 106 54
231 105 25
262 98 79
38 169 12
198 171 95
46 184 62
92 236 22
247 191 31
116 188 4
51 241 79
85 74 38
291 58 43
215 72 42
45 111 11
257 9 34
3 107 71
17 200 7
138 199 50
20 15 91
175 118 84
106 203 59
143 246 17
37 161 89
30 259 100
193 216 62
226 271 69
196 288 69
155 178 20
56 250 35
198 178 53
282 284 9
140 179 55
108 268 69
148 299 80
0 192 48
161 170 19
181 119 60
50 26 38
221 82 41
56 281 19
60 15 55
20 155 86
175 15 54
295 163 53
74 163 45
121 76 68
191 258 87
250 60 13
240 281 47
180 89 28
50 150 95
204 170 50
289 97 17
42 144 33
147 270 96
10 35 83
296 37 43
60 29 76
207 209 66
34 259 16
281 215 38
82 204 88
199 299 32
231 198 55
178 41 98
202 104 85
184 100 75
278 161 4
54 68 14
219 154 25
286 135 41
275 218 97
62 169 48
46 100 46
0 278 88
149 233 92
86 117 44
60 148 57
63 202 77
28 121 84
5 159 71
145 134 41
293 249 10
141 295 62
186 47 93
25 196 26
268 282 95
64 42 43
20 158 45
149 238 18
132 243 29
54 140 64
195 134 65
256 27 60
118 213 7
62 291 55
187 259 38
233 23 32
76 96 42
172 297 81
142 129 76
270 235 17
285 130 3
249 139 30
260 9 95
266 71 38
273 10 98
262 243 73
293 71 21
287 244 18
219 86 99
94 56 35
162 94 17
64 43 8
45 4 17
292 22 88
229 295 98
178 257 94
203 3 65
23 42 9
193 261 47
243 55 56
177 218 50
46 34 45
53 80 49
122 72 24
261 53 71
59 232 81
204 187 84
68 262 26
229 155 87
227 99 94
282 28 64
131 126 99
128 232 79
76 54 3
151 15 8
222 126 92
2 30 79
137 151 42
14 132 49
152 59 48
45 42 29
209 225 55
107 53 87
137 182 93
291 33 61
198 7 87
90 61 70
220 198 73
261 212 5
210 64 64
9 162 58
137 123 84
144 282 89
82 119 71
127 162 57
187 60 16
73 202 78
94 123 76
266 136 41
22 46 57
86 108 71
243 297 94
78 193 76
267 276 47
89 103 61
297 290 74
213 115 76
242 262 51
169 228 88
9 251 86
18 89 46
188 84 44
234 163 37
261 182 65
108 23 68
220 73 10
93 38 78
169 280 40
171 149 68
258 211 71
144 281 60
189 169 97
284 155 12
221 117 46
5 197 94
114 291 32
91 212 12
82 83 14
250 94 25
172 238 6
184 179 27
280 216 35
291 189 52
236 126 81
256 131 78
102 298 21
233 141 85
97 224 69
110 226 63
86 98 53
43 34 84
221 14 52
255 57 41
158 45 68
38 2 51
168 104 1
40 89 43
125 186 19
45 48 45
59 186 95
63 281 30
298 203 96
150 158 54
242 69 99
109 107 53
212 27 9
12 68 99
6 193 37
224 290 38
120 49 24
115 112 6
196 162 61
291 12 71
144 255 40
95 116 100
47 80 27
156 93 95
54 99 40
242 76 30
179 196 31
55 63 43
212 259 58
272 251 70
242 147 77
34 242 46
233 290 26
159 146 71
154 252 71
145 194 99
75 126 95
105 181 59
0 93 18
57 117 21
178 59 69
7 93 11
252 78 53
277 238 51
148 144 3
170 289 50
268 116 28
14 274 9
124 26 54
142 83 71
214 13 82
82 20 28
245 272 6
149 2 96
200 150 40
254 72 82
82 106 24
90 231 50
295 125 85
17 91 99
151 226 71
78 171 44
135 20 98
131 272 100
270 227 72
203 182 16
253 265 22
276 107 5
78 103 82
262 172 74
212 23 100
183 101 23
178 237 95
175 68 68
74 90 47
97 294 29
212 299 94
185 27 2
142 105 57
275 68 29
148 32 53
299 267 6
73 145 43
168 72 63
287 198 6
33 295 52
261 259 51
155 197 78
208 91 84
64 66 4
92 267 88
144 266 56
50 40 1
244 260 26
259 247 24
64 280 72
215 241 83
117 148 32
294 56 23
29 120 90
184 265 57
72 109 75
279 211 15
31 208 27
156 167 74
232 283 54
3 250 48
137 67 48
169 113 57
291 195 29
232 131 94
15 234 19
281 266 27
208 174 46
287 161 31
186 299 50
233 168 16
141 211 11
170 144 94
215 284 50
70 51 84
189 33 2
267 241 77
213 22 35
193 61 97
124 247 48
173 233 16
88 74 79
250 296 75
244 212 12
128 223 96
82 191 37
158 156 12
92 49 25
240 225 73
87 151 58
154 291 84
185 294 81
59 290 45
270 183 79
233 63 55
228 145 98
217 55 54
280 200 55
104 140 33
176 280 84
285 186 27
169 71 21
101 131 11
245 101 46
175 86 62
29 15 7
178 284 15
131 264 15
238 68 7
270 297 39
205 282 26
131 203 97
104 4 28
66 1 82
264 229 68
225 10 35
83 189 71
297 72 35
163 10 56
222 280 5
260 237 39
237 121 43
234 225 99
113 43 53
94 7 82
214 284 92
100 68 81
271 117 54
157 33 16
112 255 49
116 267 86
207 257 7
149 191 84
199 4 28
251 151 87
232 65 72
276 165 92
208 188 9
161 46 94
229 158 1
277 27 69
262 234 78
121 135 69
204 34 25
83 38 76
193 298 11
184 207 99
44 120 45
238 49 56
138 26 35
58 289 21
235 110 56
55 66 42
180 150 80
207 172 3
0 117 1
62 1 8
260 97 29
257 35 78
164 226 5
98 284 46
18 272 56
125 27 74
266 259 76
198 167 100
100 219 17
0 281 70
160 293 68
88 2 55
117 166 81
121 264 18
218 34 42
125 159 69
99 178 29
274 76 48
74 228 67
42 228 48
64 140 93
131 228 96
37 98 14
170 219 31
39 190 65
180 15 77
100 114 55
228 141 83
27 267 11
293 9 91
292 73 32
285 256 12
32 46 10
245 216 82
192 135 87
68 287 54
174 216 95
56 243 62
218 289 23
60 281 97
291 18 5
255 102 51
16 48 19
49 275 26
272 219 13
211 287 1
264 213 17
158 21 12
71 239 53
293 0 35
41 43 5
98 50 8
148 119 56
219 168 83
244 141 3
157 52 42
57 68 56
225 226 29
88 49 69
241 42 21
75 136 16
279 234 19
38 134 38
145 53 6
228 298 99
282 207 3
23 264 71
30 189 49
59 277 98
79 270 93
151 45 29
18 77 63
236 115 49
25 261 3
283 241 53
81 223 60
36 298 76
6 81 17
255 192 46
252 23 17
44 174 14
24 244 43
186 233 59
287 258 72
89 241 65
293 75 88
104 111 38
231 169 71
44 129 86
60 173 12
226 198 57
168 136 90
278 123 100
49 264 42
165 9 69
204 113 32
242 44 1
164 43 26
227 88 55
64 200 80
128 126 30
84 295 19
25 273 42
224 75 59
117 292 68
85 197 34
268 191 30
269 55 74
146 34 14
152 151 14
31 279 41
231 192 13
124 116 40
282 286 33
202 123 30
235 92 21
116 61 28
289 259 63
54 111 14
268 142 45
60 107 60
199 38 52
11 163 20
3 197 6
116 86 22
188 203 35
15 244 46
177 299 57
242 19 51
286 79 59
197 278 97
248 41 12
168 44 10
73 31 61
154 147 48
27 35 3
13 103 99
258 32 98
14 275 17
265 13 48
75 211 78
223 159 20
235 79 64
196 205 96
256 59 95
155 139 83
9 152 86
108 111 70
205 177 45
74 194 11
21 269 74
51 193 85
70 180 65
185 76 22
27 240 72
109 249 25
46 57 88
12 89 60
74 162 29
47 213 74
231 35 54
247 221 30
168 253 15
201 32 55
72 193 56
96 239 14
283 7 81
100 71 70
59 145 84
287 192 50
213 175 85
266 123 58
96 291 12
10 192 96
216 265 90
71 113 81
36 149 88
16 249 59
137 60 4
121 99 48
122 12 24
106 279 47
116 75 90
79 137 83
74 53 100
263 176 65
144 213 66
83 229 15
94 119 75
249 240 75
297 114 87
272 220 18
70 88 93
159 167 30
193 242 35
109 101 77
174 237 58
241 31 77
67 280 69
293 29 83
232 1 56
149 71 44
142 283 12
23 228 54
10 173 11
173 34 65
249 260 2
58 201 33
235 21 65
155 14 95
138 246 96
145 96 20
240 290 55
151 65 83
56 75 56
219 0 42
235 249 3
120 47 77
84 202 92
78 92 90
126 237 38
297 178 28
151 81 94
233 190 21
241 109 22
282 44 23
284 232 83
240 52 30
216 188 85
259 19 77
249 145 15
86 142 45
266 45 78
211 278 68
231 219 29
4 202 25
27 238 57
161 178 61
291 147 50
75 158 21
169 246 60
143 175 35
210 158 7
139 163 61
215 190 99
172 51 30
284 94 77
285 221 35
5 225 95
222 94 93
137 203 84
24 165 42
130 56 5
190 272 47
188 144 51
117 128 45
245 166 19
180 171 44
26 94 90
118 127 50
226 17 5
209 41 71
50 223 27
55 113 99
1 53 95
103 223 76
248 168 42
66 100 13
102 296 87
52 274 4
8 183 97
78 234 20
257 41 85
107 94 38
154 198 13
29 198 34
122 16 34
34 229 13
145 31 61
31 135 88
286 144 71
34 274 57
253 283 50
89 91 45
226 245 95
91 26 93
124 148 9
257 234 38
21 79 69
134 162 57
221 200 1
243 234 27
200 239 11
249 28 54
145 7 51
239 98 77
231 222 25
291 231 59
280 5 91
1 139 53
157 112 6
209 107 40
235 7 32
297 9 12
202 154 19
52 146 69
228 129 91
4 173 23
15 153 80
105 154 19
14 272 90
206 260 50
89 9 59
0 212 65
219 264 63
39 245 93
30 249 66
4 16 71
283 173 78
153 283 41
135 49 66
276 7 78
125 148 87
35 149 51
152 120 68
114 159 13
258 241 14
275 245 83
146 280 56
223 133 91
63 20 93
280 49 52
157 174 1
96 262 50
298 166 70
165 280 81
29 291 23
195 266 68
77 112 1
184 35 86
275 151 7
167 183 8
118 93 34
218 189 96
219 239 62
40 157 95
21 238 86
243 133 52
162 262 17
62 147 4
148 174 55
6 93 91
213 211 84
46 182 25
194 153 64
207 194 21
201 215 60
186 210 45
190 72 60
58 187 59
261 87 33
68 145 26
141 156 23
165 102 77
180 10 71
1 211 86
112 150 96
108 92 20
67 150 59
225 111 46
9 179 91
134 289 1
275 130 58
297 295 12
173 176 22
32 93 36
279 253 28
299 21 30
257 298 41
3 60 73
245 246 62
246 221 93
155 271 40
166 196 68
188 192 49
173 224 42
60 204 48
287 255 69
168 264 19
108 19 31
32 265 78
194 263 51
238 118 22
277 36 71
297 276 63
245 201 39
39 261 95
138 0 50
258 168 67
76 277 86
59 9 51
236 255 14
138 193 84
260 223 21
82 272 97
44 269 99
34 8 60
229 146 13
130 104 81
296 233 10
234 44 72
84 280 27
250 118 73
233 130 96
253 212 68
2 8 37
252 43 98
111 24 96
75 206 53
156 255 38
265 189 82
188 25 14
15 275 84
87 209 15
134 214 79
101 268 40
89 220 83
138 84 59
34 159 17
138 15 72
175 33 13
8 273 39
121 288 66
104 127 75
270 261 42
101 114 10
240 256 83
174 94 67
184 180 26
100 18 94
24 245 79
136 5 52
26 126 93
192 283 20
18 5 34
59 106 100
121 98 8
103 272 3
221 156 35
198 257 6
191 33 51
21 169 9
125 248 35
217 140 70
188 210 28
173 22 34
25 143 33
132 298 57
86 271 14
221 169 23
126 113 56
28 134 77
236 11 25
23 280 17
92 169 28
271 94 50
257 119 45
41 4 95
97 90 66
62 11 87
284 189 100
291 218 87
168 206 98
44 229 79
113 74 100
92 45 46
93 2 66
237 43 22
183 193 12
100 255 76
186 240 65
138 231 35
224 151 42
73 196 71
203 61 45
254 153 43
100 246 45
117 235 41
138 118 34
1 270 89
176 208 81
241 46 13
275 22 16
216 148 12
139 103 25
135 58 78
177 210 24
274 79 59
114 217 29
199 270 99
239 147 8
220 140 6
132 167 81
247 136 29
11 275 32
135 110 42
165 288 52
88 262 31
299 128 100
78 266 70
37 238 10
94 122 29
174 122 65
154 133 40
186 20 51
79 237 91
183 26 53
13 77 33
165 156 12
287 286 30
8 23 69
169 170 91
197 44 13
62 199 98
201 137 71
203 268 8
193 151 86
197 217 63
292 121 58
222 129 34
142 50 4
132 247 100
294 263 40
116 166 9
124 112 60
261 9 29
176 91 63
247 135 84
56 57 65
189 251 15
244 84 63
44 133 24
146 127 39
86 244 58
294 120 70
105 81 31
134 257 74
296 256 10
32 13 19
196 254 71
163 199 7
77 295 40
0 141 19
291 227 15
148 273 87
117 79 69
199 265 78
73 13 87
134 45 52
4 294 6
74 209 57
32 286 52
123 38 46
42 29 73
8 177 99
95 46 30
15 246 47
244 71 60
182 205 58
133 209 4
39 36 13
247 68 51
99 244 89
196 38 71
220 46 100
218 193 47
47 260 45
193 257 16
105 139 21
62 273 82
65 64 18
29 11 39
279 162 83
19 58 21
89 279 19
141 249 65
187 49 25
283 294 34
98 99 74
151 278 63
169 7 26
59 38 41
193 58 51
65 147 30
283 288 32
199 227 81
76 210 75
209 60 75
182 230 88
180 82 19
294 3 78
172 114 17
212 7 75
62 72 74
244 107 15
75 7 42
7 135 5
181 44 65
207 279 96
147 211 30
65 258 85
94 130 99
110 42 6
236 156 78
210 152 85
224 279 44
217 286 79
173 220 76
138 127 55
85 26 66
114 143 76
250 238 6
148 100 100
53 37 9
82 299 61
166 223 41
62 192 27
40 66 47
167 256 27
221 41 5
239 207 49
214 157 39
72 57 91
271 110 28
79 192 27
92 110 2
32 172 47
258 265 65
157 132 21
235 106 14
39 97 73
39 11 82
29 135 39
120 159 49
299 238 93
126 30 55
279 114 80
25 73 97
61 217 87
274 8 84
198 100 48
279 129 83
117 1 42
61 127 15
116 158 30
95 236 55
143 177 89
23 239 6
10 265 66
145 164 66
292 195 48
27 13 49
220 182 50
104 244 29
19 60 88
100 207 76
6 50 53
194 73 44
51 135 62
216 281 78
234 25 73
133 104 38
281 25 21
183 129 65
263 200 77
202 0 36
77 6 38
182 200 63
225 3 99
38 220 32
15 206 9
188 39 14
125 72 39
297 7 20
61 271 21
289 173 73
124 3 32
61 185 84
176 162 88
74 201 8
57 216 66
65 156 57
230 34 29
120 31 89
140 145 12
112 134 85
84 11 40
115 124 25
99 0 88
138 126 89
97 183 57
262 1 66
218 283 52
298 104 35
138 244 80
249 108 67
286 192 30
25 60 54
250 211 55
77 146 69
85 160 70
2 78 53
253 128 9
40 267 53
271 216 61
37 202 6
166 228 18
172 230 29
178 19 30
10 148 28
78 285 88
199 288 18
4 293 46
212 33 65
117 5 34
77 94 88
34 13 68
51 185 98
31 63 17
112 73 17
39 152 3
178 103 91
95 107 36
193 20 70
9 137 27
42 266 21
30 1 34
297 104 71
247 188 34
215 52 60
32 92 64
134 22 67
276 118 75
111 63 47
258 167 50
279 249 3
64 298 60
35 245 100
120 213 52
31 245 96
146 79 19
13 55 89
39 218 4
85 251 28
268 209 47
169 240 96
124 5 47
183 92 44
182 264 57
285 296 2
181 194 33
99 207 40
187 298 59
90 135 10
169 103 71
116 25 12
11 149 17
9 84 61
161 3 73
15 184 68
247 35 27
39 274 26
297 64 61
258 234 17
128 50 94
291 113 95
159 175 79
119 180 97
44 93 52
68 108 89
235 108 24
114 147 99
291 144 15
3 154 1
171 34 3
64 26 69
158 185 44
88 5 24
36 101 69
288 169 78
176 157 86
151 271 33
49 262 29
64 265 83
167 253 95
135 164 81
30 252 38
105 289 39
273 29 60
250 257 69
87 108 40
19 158 54
147 274 72
181 38 61
44 144 78
24 174 83
61 279 24
251 253 5
63 255 62
31 43 22
23 114 80
276 14 6
299 195 97
159 145 54
25 190 51
2 266 25
36 80 57
59 83 62
215 146 17
276 178 12
250 201 79
29 229 93
187 229 88
83 88 86
288 113 28
38 168 46
263 256 78
271 68 62
200 12 38
264 262 91
142 43 73
173 13 42
210 54 8
137 92 28
83 107 84
160 78 4
73 10 88
133 263 52
122 227 14
65 69 57
237 155 40
90 28 5
83 239 59
190 128 52
269 263 59
5 176 90
247 134 15
98 257 42
211 74 63
120 11 70
259 153 99
215 236 90
174 179 70
277 200 34
135 205 62
176 66 63
228 13 98
242 164 7
236 75 81
50 247 44
20 258 97
70 174 85
59 100 16
280 77 17
165 264 22
226 141 88
289 69 54
238 63 18
144 299 45
176 50 45
219 70 3
167 140 29
103 251 29
235 149 23
208 75 64
248 116 85
1 54 48
270 250 100
14 126 50
58 97 72
113 264 64
93 120 15
122 39 98
31 26 47
153 234 75
168 234 91
252 287 98
152 257 48
103 24 27
175 299 41
190 93 61
156 267 52
53 298 78
78 20 47
120 25 34
217 229 44
17 32 68
295 136 54
18 63 54
58 253 47
270 109 14
221 214 12
198 118 16
60 69 66
245 38 95
140 107 79
59 102 15
113 121 30
12 254 44
177 175 58
288 126 29
56 40 77
144 152 46
9 149 37
155 290 44
33 49 47
99 162 20
228 28 3
62 92 57
5 269 85
214 10 63
242 66 3
219 210 7
16 271 56
152 126 46
148 159 48
194 10 10
165 290 91
67 52 35
276 109 5
60 23 67
22 18 33
76 289 95
34 57 66
89 262 92
187 110 3
34 56 65
95 221 55
185 40 7
120 16 68
42 150 61
74 278 2
120 12 60
85 154 22
228 41 84
282 127 40
46 222 61
100 160 1
258 280 70
225 108 46
267 150 49
80 276 79
181 148 92
92 233 46
196 195 66
287 241 88
299 93 100
0 51 80
69 276 40
266 243 42
66 23 18
145 257 18
236 49 51
233 15 16
23 263 11
188 251 4
27 250 49
27 2 100
58 123 28
198 90 72
9 53 56
226 41 6
129 26 21
244 49 84
7 237 87
62 17 38
211 44 40
162 154 16
90 104 6
13 44 66
259 105 20
267 83 61
272 212 88
44 209 89
79 268 27
66 82 96
55 293 92
46 156 46
161 246 51
118 259 47
284 270 4
203 237 87
