100 4950
44 6 6
82 59 13
98 20 54
89 1 52
69 66 48
67 60 70
52 32 92
49 90 86
10 39 98
74 83 4
31 17 15
43 16 87
48 57 89
52 79 7
51 46 19
72 15 17
82 19 49
73 69 39
11 31 30
8 5 13
64 36 83
30 32 99
17 32 56
57 84 35
63 36 33
81 8 1
49 91 20
97 16 41
35 27 72
17 88 29
11 34 50
61 3 82
69 60 67
55 75 55
40 8 63
40 57 6
59 54 23
52 42 2
52 40 94
69 4 29
99 86 45
17 94 72
71 34 81
86 74 38
91 85 45
65 37 39
19 13 50
8 65 90
54 34 46
34 4 64
17 55 2
13 73 96
85 96 30
65 82 56
54 26 42
50 91 31
88 10 44
89 71 61
31 77 47
76 11 51
39 28 7
41 42 32
88 27 28
73 50 37
66 1 80
49 41 43
92 31 66
5 14 43
51 90 54
60 75 28
91 63 7
70 33 3
80 59 54
68 25 7
0 74 48
94 19 31
59 24 97
53 75 88
58 29 70
91 41 97
71 84 60
29 55 94
32 87 53
85 8 30
43 60 57
42 54 76
25 65 52
21 18 79
8 76 9
29 19 2
25 90 39
30 4 33
34 89 93
63 84 53
19 26 7
97 73 90
76 33 18
36 15 38
89 92 80
27 29 100
72 11 56
5 45 45
49 61 29
2 32 8
8 79 59
32 76 32
73 4 18
91 92 33
28 82 25
7 9 7
59 34 18
14 91 16
11 40 77
91 42 9
98 3 40
57 35 69
57 99 66
41 79 100
66 39 9
72 98 43
41 64 86
56 27 27
84 19 69
45 69 72
84 78 59
52 71 68
77 28 19
94 22 51
93 88 90
53 12 40
48 53 56
33 62 84
59 98 55
28 43 76
51 80 55
62 84 26
81 61 6
99 55 28
1 48 68
90 54 80
81 2 86
37 35 100
72 95 50
1 78 26
7 40 10
32 21 24
90 73 79
37 17 86
68 98 88
5 87 23
54 37 97
51 91 76
76 50 68
37 83 90
60 25 15
91 94 41
22 31 58
7 0 9
46 5 48
68 62 60
90 68 49
86 19 40
13 47 91
33 84 26
22 97 51
88 40 97
28 62 29
38 21 29
46 67 86
93 87 48
4 77 68
53 16 87
44 81 34
86 14 71
11 88 68
13 76 8
10 57 22
90 95 95
70 93 14
55 38 1
55 43 31
22 96 99
61 40 80
46 79 95
16 90 35
35 56 12
94 18 21
15 8 16
61 78 9
75 40 90
57 15 38
55 76 31
34 22 10
80 91 52
15 26 60
78 21 78
98 88 38
13 50 68
73 24 54
71 51 46
61 8 61
50 63 89
32 98 64
41 30 55
4 75 54
34 73 43
23 38 45
91 11 69
96 83 21
41 96 29
54 98 45
94 31 95
57 24 25
63 21 71
96 26 46
43 35 10
87 78 74
28 68 57
4 20 38
98 30 15
23 93 36
45 89 14
65 86 14
75 74 44
0 34 71
8 14 91
16 22 65
22 79 37
12 77 67
26 52 61
61 97 2
27 92 45
4 57 32
17 84 58
61 84 92
83 44 6
73 12 80
73 47 89
40 73 41
52 86 91
53 65 83
50 70 40
81 87 77
90 0 61
81 35 58
38 8 70
69 97 5
28 23 4
68 15 29
8 67 68
32 22 3
72 55 43
48 45 95
60 78 31
17 68 39
39 38 37
95 18 60
27 94 94
94 93 66
27 77 89
81 49 96
23 49 42
48 31 41
86 70 79
74 66 97
33 65 83
59 44 29
52 91 74
18 70 52
58 51 53
53 27 55
46 45 17
70 45 48
10 83 71
40 58 89
36 43 6
70 3 50
75 35 67
27 41 94
81 39 39
49 9 84
49 19 19
19 11 77
64 69 76
13 20 83
6 96 61
20 71 96
86 50 37
79 32 77
69 81 86
23 1 21
51 60 21
23 24 42
50 90 14
33 48 10
93 68 81
77 38 16
42 12 32
51 87 85
92 14 22
85 65 12
99 50 60
8 95 81
41 35 40
24 64 78
39 12 51
22 63 90
7 87 81
4 31 48
25 17 13
89 16 15
48 76 10
80 69 97
19 45 62
97 36 83
34 28 95
36 2 11
26 9 98
6 65 30
53 91 99
17 80 15
83 80 43
44 13 65
41 32 10
54 81 47
36 68 27
83 4 29
93 30 91
23 94 99
21 64 79
87 47 12
82 92 25
46 85 9
55 39 43
31 58 15
60 3 98
50 98 39
57 21 85
56 95 49
86 34 49
73 14 26
34 70 17
76 75 92
38 7 3
4 19 58
1 21 56
91 78 30
76 34 25
76 21 11
24 70 28
16 96 94
9 58 92
53 96 51
55 0 70
64 54 91
87 74 51
66 91 47
60 84 29
75 46 87
66 99 83
16 6 36
37 70 90
27 90 87
7 68 63
87 8 37
37 74 80
36 34 65
64 10 11
3 28 62
37 97 68
72 34 38
13 14 81
0 14 24
12 21 45
74 60 53
10 97 79
42 85 14
58 2 76
20 57 56
81 94 53
48 67 40
37 32 6
69 32 20
45 96 93
89 70 5
93 33 54
71 75 40
36 33 94
71 86 45
75 34 64
14 23 97
19 93 81
90 38 78
34 79 100
90 24 33
44 47 60
83 36 45
76 51 98
78 22 84
22 98 70
38 64 94
86 36 39
18 78 29
47 65 60
47 55 36
31 99 83
91 82 19
35 10 71
85 40 45
20 63 43
42 53 8
87 39 96
77 57 74
16 4 95
51 35 94
85 78 29
56 66 91
78 3 32
22 75 47
24 4 91
71 81 100
44 38 57
83 6 61
22 43 79
50 51 45
93 29 48
24 51 76
70 68 93
11 15 83
10 12 22
19 95 80
31 24 38
79 98 33
58 1 36
54 94 65
54 18 68
21 9 33
22 72 1
5 34 13
78 53 8
57 85 84
30 26 35
65 81 29
29 87 99
85 89 48
69 12 72
81 47 60
40 56 97
75 3 14
9 33 92
43 51 73
72 32 12
70 29 28
61 66 70
60 36 34
32 5 3
98 7 61
11 16 47
27 83 82
38 6 64
39 27 18
72 59 76
26 49 15
27 51 46
84 49 53
97 12 69
95 66 81
44 45 64
77 36 22
40 6 89
39 17 80
14 43 30
28 22 33
26 58 82
78 55 46
99 2 12
31 98 10
94 76 46
68 16 4
56 38 49
76 78 18
37 73 35
69 99 93
2 29 1
47 28 3
10 59 54
68 74 98
71 82 37
19 59 67
88 15 11
0 4 84
86 73 35
79 27 65
31 26 93
85 88 5
38 60 63
19 80 37
17 52 71
71 12 97
81 12 1
17 51 26
51 30 5
60 98 72
78 8 64
66 25 16
36 30 92
18 53 4
19 56 19
96 7 1
1 75 66
83 87 17
54 55 6
89 33 14
53 51 92
20 39 74
66 76 67
86 95 23
9 44 9
74 80 96
90 86 51
95 76 36
61 29 39
4 1 79
29 65 88
8 31 16
26 17 11
48 26 55
82 35 51
90 9 31
40 47 46
66 64 28
44 94 93
84 2 77
99 29 46
62 29 72
1 92 21
18 32 68
15 60 29
68 23 39
13 7 94
41 7 23
38 69 4
10 37 68
36 8 14
76 93 59
56 34 38
58 99 49
1 70 54
66 79 32
64 55 26
74 11 60
11 63 67
71 54 87
91 38 100
70 96 100
18 58 13
52 92 18
5 58 97
88 74 52
13 0 15
25 11 30
91 35 85
30 78 23
29 49 20
93 75 20
56 32 23
4 72 97
7 86 50
3 54 48
87 36 27
9 66 28
28 98 95
57 43 22
29 83 49
40 91 33
14 48 6
11 55 44
12 29 7
24 32 13
72 19 50
50 28 68
77 9 66
23 18 10
97 47 45
30 54 36
87 17 92
30 29 21
88 54 5
0 26 24
1 28 52
86 80 32
95 77 79
91 75 19
78 57 74
14 44 91
57 26 21
29 66 75
33 18 53
56 20 33
59 40 90
3 25 100
33 16 27
52 47 36
77 13 80
67 70 58
39 51 24
69 92 14
1 51 7
90 75 85
12 30 11
63 64 79
24 45 39
64 56 12
39 21 96
32 43 40
46 44 44
4 87 19
88 99 50
50 14 66
29 3 34
54 79 31
93 86 95
53 2 51
65 41 25
12 25 68
95 27 51
65 16 50
31 47 19
16 2 50
46 47 88
41 0 42
43 17 35
19 30 61
50 29 12
52 94 80
54 61 98
88 61 100
89 59 47
5 67 47
17 54 81
0 56 62
63 8 8
42 62 21
92 32 66
88 13 38
34 94 43
48 22 58
46 91 12
47 1 95
84 34 3
4 8 11
46 41 28
36 41 2
45 88 45
28 6 96
60 5 97
55 24 43
33 61 77
36 27 52
46 17 95
47 63 83
92 72 49
80 52 7
27 13 64
23 20 41
17 53 54
97 45 65
56 12 46
3 57 79
85 1 3
85 33 7
44 60 20
7 36 40
99 5 46
52 51 87
49 57 97
94 66 7
39 58 18
93 95 3
0 39 16
71 99 52
63 98 9
98 36 61
82 85 18
30 31 36
36 93 9
52 84 67
21 30 15
23 82 54
38 5 53
41 68 4
62 79 43
22 61 80
79 80 56
88 84 41
6 5 71
20 81 53
74 71 58
78 13 79
81 15 11
8 47 96
71 27 28
18 73 18
40 94 99
44 20 71
42 71 84
84 53 87
87 13 35
82 36 14
9 15 29
21 33 2
91 74 48
41 18 68
63 72 19
98 56 3
74 22 45
60 56 81
73 17 96
54 75 26
39 89 7
67 29 45
97 3 19
41 15 27
22 88 45
17 41 88
98 48 22
31 23 88
29 15 30
97 75 5
93 25 61
12 66 76
34 58 58
73 8 6
94 14 8
95 45 84
82 26 51
63 13 59
86 10 87
91 4 12
3 68 78
78 58 19
52 66 37
57 13 51
17 8 96
0 42 22
50 6 36
46 87 54
57 90 22
87 21 81
85 67 44
21 25 57
93 96 18
80 56 14
83 64 96
56 3 17
88 60 33
65 45 100
9 19 77
17 95 71
86 66 17
97 59 13
79 69 29
32 4 93
80 12 97
28 18 55
8 97 21
79 83 87
60 46 90
33 77 11
61 62 15
1 38 33
58 19 51
64 51 83
41 59 80
13 38 15
39 31 74
49 92 36
95 99 69
79 9 88
81 25 91
63 66 50
94 79 89
58 80 73
2 71 4
76 20 48
63 88 45
93 35 96
61 14 5
0 48 30
90 11 96
79 18 58
5 77 90
29 31 61
32 59 33
76 16 9
71 29 76
28 29 24
9 71 87
57 62 45
83 42 64
92 47 41
81 29 72
93 61 84
26 45 7
51 73 75
59 96 4
86 24 85
9 34 56
48 91 18
92 26 12
7 19 12
99 0 41
23 46 54
6 24 99
12 75 72
41 21 45
25 82 31
13 82 20
24 34 72
16 57 18
69 63 42
68 27 17
91 65 4
11 6 77
56 83 59
12 68 69
12 33 3
31 9 37
54 25 94
65 15 36
82 6 1
23 16 9
16 28 30
39 23 73
75 78 50
21 2 45
17 1 71
17 38 41
76 3 19
69 27 35
30 43 16
73 19 84
97 46 14
47 67 16
43 49 35
7 18 89
77 35 79
17 63 83
87 85 10
73 15 5
40 26 85
48 51 56
31 1 3
44 48 22
11 43 23
45 50 41
85 27 77
46 35 29
55 61 96
59 1 22
96 49 26
53 76 27
27 87 22
49 85 73
90 70 52
18 34 1
9 32 36
33 51 51
7 47 100
84 50 33
88 83 49
33 22 8
37 2 27
24 92 67
22 68 67
6 30 23
15 80 91
52 65 13
59 50 6
5 39 60
32 64 52
24 56 39
81 23 71
52 76 43
55 26 80
83 45 40
48 32 22
34 33 63
2 9 71
63 14 21
89 95 4
67 99 80
9 54 58
40 38 55
79 38 87
53 24 20
31 82 39
52 33 42
66 90 89
54 92 85
8 23 24
46 76 48
65 44 27
98 82 46
22 13 80
13 17 13
6 80 87
94 46 77
34 43 81
40 3 25
88 21 21
66 19 3
11 94 68
42 7 38
54 13 70
69 46 12
49 27 62
25 92 19
72 33 23
68 39 15
22 2 9
42 44 68
79 50 81
48 42 93
16 63 39
28 64 66
59 62 95
81 10 68
43 5 13
51 47 9
71 78 59
43 95 17
33 75 82
50 64 23
60 24 85
54 57 48
84 29 36
97 32 36
5 3 14
16 7 93
69 2 89
85 36 64
18 86 81
41 98 57
77 53 66
24 79 52
6 63 81
42 60 66
29 18 69
42 34 76
27 40 67
42 11 5
22 4 4
30 81 9
96 58 88
47 64 51
45 87 34
41 69 23
71 48 15
89 90 26
93 13 30
96 95 64
56 91 22
43 39 38
46 19 97
61 16 36
94 29 70
49 82 30
75 28 95
56 76 90
19 33 82
92 76 73
30 74 44
78 35 60
13 29 41
35 42 64
25 29 57
93 6 20
87 62 96
81 56 32
76 86 20
35 52 1
76 87 96
47 76 4
57 37 11
37 46 37
94 80 46
78 56 32
97 44 84
44 11 36
69 58 12
24 49 34
86 58 42
62 15 31
72 53 78
60 99 58
5 29 66
89 78 10
24 28 82
47 72 93
82 93 52
45 18 1
78 4 11
2 90 32
31 2 83
6 49 43
67 73 23
41 54 41
44 30 67
7 2 85
68 88 30
50 81 90
61 6 12
83 55 85
85 90 70
52 97 24
88 82 33
15 50 74
96 52 55
85 19 94
23 80 100
86 15 8
9 25 2
99 10 92
20 14 89
96 3 23
28 70 73
1 18 78
7 3 97
52 64 96
11 87 98
19 48 23
20 47 86
52 16 7
75 96 77
76 57 50
24 10 28
4 14 45
52 77 84
72 68 31
60 37 19
67 64 16
95 15 18
42 92 75
91 68 37
71 73 51
67 25 80
50 26 76
81 98 97
63 59 29
66 20 18
84 39 34
51 34 50
68 76 94
95 20 62
31 43 87
34 62 64
13 12 91
41 45 41
37 8 1
20 62 46
69 83 75
62 78 47
76 61 90
62 47 52
26 13 16
16 54 61
8 43 21
8 12 48
80 99 59
39 72 73
37 93 56
11 56 86
98 46 47
1 72 60
68 40 66
0 9 74
47 90 25
5 81 97
85 81 99
71 90 83
70 40 29
16 41 54
28 9 46
93 41 47
3 47 80
92 85 75
26 7 15
54 24 57
5 97 60
11 30 95
9 86 94
41 38 23
74 76 23
0 2 31
3 1 84
96 42 22
12 79 93
70 2 61
92 50 66
4 10 60
88 58 54
15 37 56
96 68 20
24 3 54
21 31 52
7 83 79
12 96 9
3 11 98
10 60 66
30 92 51
81 68 54
87 77 73
38 15 63
48 63 10
98 35 42
58 90 5
56 1 65
73 83 9
23 64 29
21 37 62
45 75 30
59 75 93
69 43 68
13 94 3
54 4 45
59 60 46
75 86 81
36 9 97
49 11 37
91 67 40
3 2 30
57 56 34
31 83 94
28 99 36
75 0 47
27 6 75
67 42 63
2 97 65
31 6 74
64 8 93
94 90 23
40 18 23
74 9 38
80 36 45
6 3 39
69 5 37
10 53 3
3 15 14
65 2 27
51 36 70
95 42 26
85 63 31
70 14 92
92 74 8
18 13 90
42 26 93
75 77 81
70 10 39
52 83 40
23 51 52
47 74 18
91 10 27
96 2 53
45 15 45
70 87 99
45 9 61
83 14 96
23 37 48
26 37 74
95 28 84
26 80 10
44 77 77
40 67 20
13 37 59
63 82 21
23 65 35
71 40 24
26 88 70
15 14 50
76 10 80
53 50 47
24 16 84
82 79 66
36 26 76
24 91 8
17 69 48
86 84 63
87 60 25
66 65 28
12 89 96
64 26 82
47 15 60
74 27 8
67 3 99
27 20 68
74 58 4
88 46 65
13 64 30
92 29 20
13 41 70
95 40 37
6 14 64
14 33 68
12 60 40
32 35 99
51 40 61
81 32 90
47 85 60
68 32 52
20 52 99
25 88 63
85 21 47
27 25 19
45 72 4
7 97 74
22 9 96
33 88 97
5 42 25
65 7 23
35 4 47
76 99 57
24 82 27
33 6 49
30 24 8
53 59 12
79 78 82
57 87 99
14 11 81
40 72 21
60 57 79
61 87 3
20 92 15
32 96 65
55 86 44
79 7 34
78 64 22
76 30 85
57 22 57
55 96 54
10 16 98
24 0 94
43 64 26
64 92 8
0 49 31
9 78 66
27 48 82
77 24 83
22 64 43
6 99 49
68 4 2
53 20 96
35 29 27
65 83 61
46 12 85
80 87 1
22 93 52
22 53 13
8 22 17
9 67 37
51 7 39
29 59 95
41 24 79
53 23 43
89 3 30
41 78 24
25 70 23
14 25 95
61 57 14
56 50 91
28 96 69
58 37 47
61 43 8
64 68 30
86 82 56
0 27 48
90 65 56
55 93 52
23 3 42
70 88 76
76 18 39
6 56 74
97 27 81
52 24 92
96 69 36
71 38 38
41 67 56
80 25 12
5 90 100
37 40 6
17 89 75
52 45 68
87 68 7
79 42 51
42 99 93
78 93 16
52 8 57
51 66 6
49 18 3
99 62 27
93 98 61
80 71 36
22 1 89
89 22 80
60 48 62
71 1 29
8 27 50
44 33 99
65 38 57
71 77 63
89 23 37
12 94 39
92 43 38
19 24 58
93 9 92
81 36 23
18 25 47
92 34 36
95 97 63
19 78 62
67 77 74
6 74 52
7 73 73
27 52 73
4 71 52
17 64 100
89 36 99
30 62 2
81 59 24
81 18 49
53 29 26
28 8 30
1 64 53
4 82 17
3 42 21
6 32 57
56 41 61
83 71 75
36 4 86
11 85 4
60 90 86
37 18 46
66 71 11
18 75 45
86 31 87
7 37 71
63 45 12
75 80 35
1 68 39
90 92 14
34 17 84
30 3 15
17 10 4
39 74 1
3 49 81
37 3 49
28 89 29
3 31 21
53 83 49
60 17 66
9 17 32
12 11 8
44 1 11
73 32 84
46 53 42
47 6 77
13 62 95
66 36 72
30 97 37
40 90 66
92 16 50
27 62 4
68 9 62
97 57 81
43 71 44
37 5 68
10 77 7
46 70 97
81 58 46
62 1 69
76 42 50
31 18 97
92 28 75
46 90 59
37 75 61
39 80 64
17 56 6
67 39 76
63 31 57
43 87 34
78 25 41
50 16 21
13 34 29
71 53 69
54 6 82
37 91 10
63 87 49
48 81 77
26 18 56
18 69 25
71 5 64
43 6 90
76 96 82
85 59 54
61 67 95
92 45 13
99 16 82
23 7 17
48 70 26
80 65 85
2 78 44
76 24 22
34 68 36
83 9 60
67 31 53
99 33 31
42 8 94
96 36 71
23 60 55
17 44 36
48 52 10
0 51 43
31 45 3
76 41 39
98 10 97
41 51 42
51 74 2
5 92 47
35 18 38
96 71 41
38 54 86
83 81 41
32 74 92
73 25 19
72 75 45
72 84 67
98 67 9
38 58 63
5 86 30
98 18 4
59 18 13
21 42 40
17 15 77
84 24 100
21 23 20
81 13 30
95 41 33
21 96 90
24 38 33
53 49 3
17 23 46
33 24 37
32 25 19
35 38 14
76 14 4
60 20 5
63 37 28
8 94 69
20 79 45
72 67 25
67 16 20
0 79 76
8 3 34
55 35 60
52 43 24
46 15 43
24 83 60
60 22 5
40 30 40
99 34 83
22 26 22
30 15 68
9 43 8
0 94 42
83 68 74
51 99 11
22 10 21
15 40 36
82 57 78
37 14 33
73 76 70
66 11 90
33 1 100
10 14 26
43 80 2
7 85 38
85 70 40
84 92 68
45 86 11
82 72 83
5 64 75
0 36 83
40 93 12
42 27 37
76 62 80
64 27 15
2 79 3
71 30 95
31 64 5
50 9 94
64 85 79
57 50 10
61 73 40
8 59 22
39 79 97
86 33 16
31 97 1
9 92 41
67 90 45
88 20 81
58 27 23
76 84 39
91 16 88
43 77 81
35 96 23
32 85 22
79 86 34
99 75 55
79 89 66
39 99 45
61 21 92
18 97 28
50 55 7
56 86 21
62 65 62
24 18 82
67 36 32
67 69 36
37 71 43
95 94 30
88 50 16
60 65 81
21 45 38
81 21 8
15 89 44
33 46 3
20 35 26
43 23 23
58 83 88
91 5 33
28 38 54
35 5 95
71 25 62
59 30 47
36 44 29
56 88 52
78 46 36
49 17 83
1 87 92
44 66 79
55 77 9
1 14 54
82 70 42
85 0 40
72 17 30
99 72 4
87 73 43
47 53 71
39 96 85
32 82 37
0 71 72
99 70 96
96 87 79
48 86 84
70 64 45
18 50 60
68 73 42
4 44 49
9 97 72
80 48 94
18 71 36
67 58 54
26 46 4
6 9 25
50 68 16
44 86 39
79 63 31
39 82 80
58 55 66
64 34 65
19 40 74
10 87 80
99 56 71
79 59 93
29 69 1
94 33 35
83 48 70
54 43 39
13 5 54
35 36 65
28 65 34
28 12 68
3 0 44
59 16 9
36 54 54
60 68 40
96 43 86
43 46 38
86 40 73
87 82 74
94 26 62
70 94 36
17 30 90
22 91 59
13 39 54
61 60 75
86 54 53
47 43 91
49 63 68
84 80 50
83 67 84
89 18 19
89 7 92
7 6 7
93 66 90
95 91 44
41 5 89
83 97 67
41 57 24
47 79 53
32 66 24
43 89 40
63 34 5
6 70 23
11 59 1
7 91 67
30 86 56
36 24 54
78 83 77
53 1 79
19 31 17
16 69 3
20 72 52
73 10 93
17 42 97
99 30 22
80 13 99
67 66 52
92 33 8
94 5 32
97 78 42
89 47 36
58 50 27
12 50 58
15 0 95
49 65 12
94 3 2
19 41 79
98 52 58
46 32 61
55 21 88
4 93 96
35 12 89
13 66 20
89 38 10
64 88 14
73 77 30
93 20 100
0 87 81
47 75 93
36 40 60
55 30 50
64 46 91
77 19 20
24 98 68
23 69 95
95 79 78
56 15 33
67 71 15
58 17 33
68 6 69
85 22 49
77 78 64
76 65 27
88 24 44
20 54 72
57 79 24
86 29 34
55 14 8
3 43 86
18 5 35
5 33 1
83 21 77
97 51 62
20 96 85
24 46 98
36 88 94
44 43 90
16 18 28
44 27 95
26 76 99
87 49 95
93 8 10
82 42 71
28 10 42
7 74 23
65 30 66
31 75 26
40 9 68
11 37 78
46 3 82
68 5 82
19 57 21
91 61 48
56 44 75
34 85 36
31 52 69
60 47 91
77 91 4
50 33 85
9 18 37
29 8 88
53 32 59
82 38 49
20 16 57
15 76 57
60 82 47
44 70 20
65 61 98
62 69 37
70 36 65
26 93 23
24 12 43
75 85 97
64 2 11
55 56 83
93 44 50
54 35 41
64 49 99
21 86 65
1 37 53
93 31 50
94 89 21
72 60 58
70 53 54
92 19 18
0 83 90
17 77 81
84 99 9
89 44 92
58 71 28
14 96 40
23 66 93
77 59 64
46 59 47
87 28 76
20 97 74
38 33 25
46 22 22
37 12 13
69 71 36
49 37 32
81 90 10
44 88 21
43 76 50
18 96 99
68 33 7
41 22 19
53 44 42
89 93 80
31 59 23
52 2 99
40 78 41
11 32 85
52 73 78
75 16 26
9 47 37
32 51 91
5 98 53
34 29 46
65 10 77
44 72 71
61 52 54
56 72 99
87 16 79
84 13 36
11 48 53
75 50 34
96 15 44
0 28 92
99 63 22
47 50 38
64 33 40
70 23 42
55 20 57
98 45 68
65 92 41
84 93 69
75 44 33
79 3 51
11 80 47
95 7 73
79 55 17
62 93 89
38 29 98
67 76 57
91 55 13
59 68 6
75 41 3
4 3 94
75 6 96
42 63 1
20 19 80
12 3 2
29 72 52
69 40 55
46 82 70
54 96 48
82 68 67
34 90 68
35 90 87
32 71 59
93 67 50
68 11 18
78 95 56
45 82 99
83 66 70
42 2 16
51 95 35
6 15 77
66 33 34
0 86 80
99 23 47
9 82 62
85 54 74
13 65 3
53 89 11
89 21 15
7 50 3
91 1 85
78 67 19
91 18 81
50 65 21
78 32 28
88 73 49
54 80 52
57 71 5
41 1 25
59 65 44
16 8 63
48 97 91
14 47 56
34 23 87
48 93 44
48 47 24
51 4 47
56 46 1
80 57 66
23 25 26
85 25 23
35 74 97
21 46 50
61 46 47
59 2 93
76 58 80
1 95 6
75 23 97
97 58 23
95 74 16
79 73 10
26 32 64
52 22 4
80 40 20
49 35 46
79 56 83
40 82 68
55 52 12
69 90 4
59 28 77
97 68 44
27 81 25
10 94 6
16 15 48
19 63 96
20 3 75
47 99 24
71 88 4
23 48 37
53 52 19
5 48 5
85 52 88
65 18 6
38 76 90
24 99 38
11 54 52
26 29 9
33 7 78
40 41 53
29 54 55
28 17 9
13 11 44
24 61 9
85 45 61
57 33 3
32 49 47
69 72 80
20 33 91
80 42 24
59 7 11
55 59 90
34 19 39
78 39 24
76 5 59
94 87 66
84 73 85
74 52 76
5 55 18
33 11 68
49 88 49
55 82 36
20 18 10
32 94 86
31 13 50
6 58 31
97 33 33
61 68 84
9 24 66
96 44 85
57 1 29
57 6 60
48 62 3
11 35 12
14 66 14
2 75 72
85 73 58
73 1 17
33 60 93
98 62 69
69 76 10
56 58 4
58 95 77
15 2 30
92 2 44
80 90 88
68 57 8
36 78 36
97 87 46
0 45 42
58 4 98
1 52 63
87 84 5
74 33 32
51 29 1
58 65 31
93 14 18
31 44 27
38 94 20
43 68 6
26 27 67
68 30 96
20 40 61
31 96 46
3 39 67
21 6 16
81 57 1
7 29 76
90 78 65
34 74 22
85 58 70
30 61 9
93 47 12
35 1 27
45 4 3
61 38 77
4 5 100
65 54 21
90 99 20
53 68 40
22 55 93
28 51 23
58 0 88
17 12 51
77 96 28
44 76 31
31 69 96
67 62 74
21 20 56
0 16 72
43 70 7
20 8 1
65 20 73
99 32 47
35 50 45
48 50 62
19 97 61
85 60 81
85 18 10
76 82 11
34 1 10
94 60 3
29 77 42
81 52 72
42 9 7
75 43 54
51 21 53
21 70 17
33 4 18
42 51 30
96 80 59
