100 1602
17 1 20
17 3 10
17 5 12
17 8 4
17 34 16
17 37 12
17 41 5
17 42 20
17 44 5
17 45 6
17 48 6
17 61 6
17 64 3
17 66 15
17 71 4
17 76 7
17 81 1
17 82 7
17 85 6
18 11 20
18 12 17
18 32 16
18 33 14
18 40 16
18 54 9
18 57 19
18 63 4
18 64 15
18 69 10
18 70 8
18 71 17
19 4 11
19 6 8
19 13 4
19 17 14
19 20 3
19 22 17
19 30 5
19 31 20
19 34 17
19 35 10
19 58 5
19 72 15
19 95 13
20 4 20
20 8 3
20 31 11
20 45 3
20 51 5
20 53 15
20 65 17
20 68 13
20 73 3
20 79 5
20 80 7
20 99 19
21 3 2
21 9 8
21 17 13
21 19 14
21 20 18
21 24 19
21 39 9
21 62 16
21 68 8
21 73 7
21 75 6
21 84 3
21 86 20
21 89 19
22 6 3
22 8 5
22 16 18
22 18 15
22 32 14
22 33 13
22 35 19
22 46 2
22 49 19
22 51 17
22 52 5
22 54 14
22 59 1
22 60 10
22 67 4
22 70 19
22 73 10
22 74 9
22 78 17
22 79 14
22 80 20
22 87 2
22 97 15
23 2 2
23 4 16
23 14 5
23 15 6
23 17 6
23 18 10
23 22 8
23 38 14
23 42 12
23 43 3
23 44 9
23 52 12
23 75 4
23 78 13
23 80 14
23 82 7
23 92 20
23 93 9
24 9 18
24 12 8
24 18 14
24 27 4
24 30 19
24 38 4
24 41 19
24 45 14
24 46 10
24 48 16
24 50 13
24 52 16
24 56 11
24 58 14
24 61 15
24 67 19
24 78 5
24 86 8
24 88 3
25 1 11
25 8 12
25 11 10
25 13 3
25 16 1
25 20 3
25 48 10
25 50 19
25 53 20
25 61 8
25 71 19
25 88 5
25 90 3
25 93 7
25 98 3
26 5 19
26 16 11
26 17 3
26 20 1
26 25 5
26 43 14
26 45 2
26 56 12
26 62 4
26 67 15
26 69 20
26 81 18
26 86 16
26 89 17
26 99 20
27 1 7
27 19 5
27 25 18
27 37 8
27 39 3
27 51 2
27 53 6
27 57 8
27 58 6
27 62 2
27 64 19
27 65 4
27 66 1
27 71 5
27 72 18
27 88 1
28 13 9
28 19 20
28 21 4
28 24 7
28 25 19
28 35 1
28 38 11
28 42 9
28 45 17
28 49 15
28 54 17
28 58 20
28 65 6
28 69 3
28 70 13
28 86 4
28 92 14
28 94 9
28 97 7
29 2 20
29 7 13
29 17 12
29 28 9
29 30 17
29 39 2
29 54 20
29 69 16
29 70 17
29 75 3
29 92 4
29 98 13
29 99 7
30 2 4
30 4 3
30 6 14
30 12 10
30 27 2
30 32 8
30 36 19
30 40 20
30 42 10
30 43 8
30 45 15
30 48 10
30 60 10
30 68 5
30 71 5
30 74 3
30 76 12
30 77 8
30 78 6
30 82 14
30 90 16
31 30 16
31 33 1
31 37 9
31 38 8
31 40 13
31 42 9
31 47 3
31 49 10
31 50 3
31 54 13
31 56 20
31 57 11
31 61 19
31 64 14
31 80 18
31 85 10
31 92 18
31 95 7
31 99 10
32 2 4
32 9 17
32 12 11
32 19 16
32 25 4
32 44 11
32 53 10
32 55 12
32 62 8
32 64 13
32 69 5
32 72 20
32 77 2
32 78 11
32 81 1
32 93 4
32 96 19
32 99 19
33 4 5
33 12 16
33 26 8
33 27 13
33 30 19
33 43 8
33 51 5
33 60 8
33 61 2
33 64 12
33 66 13
33 79 4
33 86 7
33 89 15
33 90 8
34 1 11
34 14 16
34 35 6
34 36 7
34 38 17
34 41 10
34 52 10
34 58 1
34 61 5
34 75 11
34 88 13
34 90 4
34 97 10
35 2 12
35 6 4
35 8 15
35 12 18
35 13 7
35 17 14
35 20 1
35 24 16
35 30 18
35 41 18
35 42 20
35 48 18
35 54 19
35 57 8
35 63 20
35 77 7
35 81 15
35 91 11
35 93 8
35 94 11
35 96 20
35 99 19
36 11 10
36 12 16
36 15 20
36 18 4
36 21 15
36 23 10
36 25 8
36 29 15
36 35 14
36 51 16
36 70 19
36 76 14
36 78 10
36 79 3
36 80 17
36 86 14
37 1 14
37 4 20
37 5 7
37 8 12
37 9 5
37 30 9
37 38 15
37 40 17
37 43 14
37 46 17
37 49 12
37 51 17
37 61 18
37 73 14
37 78 5
37 83 16
37 84 14
37 89 20
37 93 11
37 98 5
38 1 4
38 4 10
38 10 13
38 12 16
38 22 1
38 29 6
38 35 16
38 41 18
38 47 10
38 54 19
38 57 9
38 63 8
38 74 18
38 76 12
38 77 3
38 83 13
38 84 19
38 90 6
38 93 1
38 99 16
39 5 5
39 9 8
39 10 10
39 13 2
39 15 8
39 19 18
39 25 6
39 30 19
39 37 9
39 51 20
39 60 13
39 70 10
39 79 15
39 82 19
39 85 11
40 15 11
40 16 12
40 22 16
40 35 18
40 38 3
40 50 1
40 60 9
40 63 4
40 76 14
40 78 19
40 81 5
40 88 2
40 95 16
40 99 3
41 2 12
41 8 12
41 10 15
41 12 2
41 15 6
41 18 16
41 19 4
41 25 18
41 43 18
41 48 15
41 55 12
41 63 17
41 69 9
41 72 17
42 13 2
42 38 20
42 43 8
42 49 9
42 53 8
42 66 11
42 68 13
42 75 14
42 86 19
42 98 19
43 15 13
43 21 16
43 24 7
43 28 6
43 31 5
43 32 6
43 35 14
43 48 13
43 49 2
43 51 4
43 55 7
43 58 18
43 59 3
43 60 13
43 67 16
43 71 14
43 74 3
43 76 1
43 82 1
43 88 5
43 92 18
43 95 14
43 96 13
44 3 1
44 6 16
44 7 6
44 9 17
44 15 8
44 24 12
44 31 17
44 37 3
44 42 9
44 51 15
44 55 1
44 59 14
44 66 12
44 69 11
44 77 8
44 79 6
44 81 12
44 86 14
44 96 8
44 98 2
45 2 16
45 7 13
45 8 13
45 12 18
45 16 7
45 36 15
45 38 10
45 39 1
45 52 5
45 61 5
45 63 2
45 72 5
45 77 15
45 79 8
45 81 4
45 82 18
45 85 2
45 93 5
45 95 9
46 13 16
46 14 16
46 15 2
46 18 7
46 19 15
46 29 12
46 31 19
46 39 12
46 44 13
46 50 5
46 56 1
46 63 11
46 65 8
46 91 6
46 93 15
46 96 15
47 3 17
47 11 6
47 21 5
47 22 17
47 30 9
47 42 14
47 45 13
47 53 11
47 56 9
47 77 7
48 5 3
48 8 5
48 15 13
48 22 16
48 28 9
48 34 6
48 50 18
48 52 16
48 54 1
48 57 17
48 67 8
48 69 14
48 87 13
48 94 15
48 95 8
49 20 9
49 34 16
49 38 12
49 44 1
49 52 1
49 61 19
49 71 3
49 77 13
49 79 5
49 86 10
49 91 7
49 96 14
49 97 2
50 3 8
50 5 16
50 6 9
50 26 4
50 32 5
50 33 14
50 39 2
50 42 3
50 49 13
50 60 12
50 62 5
50 63 13
50 67 2
50 78 5
50 80 15
50 90 16
50 94 10
51 3 16
51 4 2
51 16 14
51 18 18
51 31 14
51 32 17
51 45 19
51 48 11
51 54 3
51 55 15
51 58 11
51 59 13
51 65 8
51 66 18
51 70 5
51 76 1
51 78 10
51 88 4
51 92 11
52 1 18
52 3 9
52 4 6
52 8 16
52 11 3
52 28 19
52 29 7
52 30 9
52 36 12
52 38 18
52 54 13
52 74 18
52 75 16
52 83 2
52 90 1
52 98 3
53 3 14
53 4 18
53 5 1
53 7 1
53 26 6
53 31 3
53 36 1
53 37 19
53 60 2
53 63 8
53 67 13
53 68 16
53 72 2
53 83 3
53 92 19
53 97 13
54 2 1
54 5 9
54 7 8
54 16 3
54 24 16
54 45 4
54 49 9
54 57 5
54 66 13
54 69 8
54 70 16
54 72 18
54 86 11
54 87 4
54 94 16
55 2 6
55 11 4
55 16 5
55 21 9
55 23 16
55 24 3
55 25 6
55 46 6
55 49 4
55 53 19
55 60 4
55 65 4
55 83 7
55 85 5
55 90 15
56 4 18
56 11 11
56 15 1
56 28 19
56 43 2
56 45 20
56 48 13
56 50 17
56 54 19
56 85 16
56 96 1
57 14 5
57 16 10
57 28 8
57 29 12
57 36 10
57 39 2
57 46 11
57 52 12
57 56 10
57 61 1
57 64 12
57 65 16
57 81 4
57 84 10
57 98 10
58 1 2
58 13 17
58 14 9
58 17 13
58 26 2
58 31 20
58 35 14
58 39 1
58 44 14
58 52 6
58 53 12
58 56 14
58 61 9
58 62 14
58 63 3
58 67 19
58 72 10
58 76 18
58 80 8
58 82 19
58 84 11
58 85 10
58 94 9
59 3 15
59 4 8
59 7 10
59 23 3
59 29 4
59 30 11
59 36 12
59 38 5
59 48 20
59 54 7
59 62 19
59 64 16
59 68 14
59 84 1
59 90 17
59 95 2
60 5 13
60 7 10
60 8 13
60 10 14
60 11 19
60 13 15
60 18 17
60 19 15
60 25 9
60 28 4
60 35 11
60 36 16
60 44 3
60 46 6
60 48 3
60 49 13
60 52 12
60 59 19
60 61 17
60 78 1
60 88 20
61 3 2
61 7 17
61 15 17
61 20 17
61 23 19
61 28 8
61 36 14
61 39 15
61 40 14
61 50 5
61 53 14
61 65 10
61 76 2
61 80 5
61 85 15
61 87 15
61 90 2
62 15 6
62 17 1
62 18 12
62 28 4
62 37 20
62 41 19
62 44 10
62 46 5
62 48 19
62 51 7
62 53 11
62 57 2
62 67 16
63 3 14
63 17 12
63 21 14
63 22 13
63 24 5
63 26 7
63 33 16
63 43 15
63 44 9
63 51 2
63 54 10
63 61 10
63 64 1
63 70 15
63 73 12
63 76 16
63 80 19
63 82 8
63 84 7
64 2 2
64 7 6
64 19 20
64 26 14
64 35 14
64 36 7
64 43 7
64 54 14
64 55 17
64 58 8
64 62 18
64 66 11
64 74 3
64 79 10
64 85 19
64 93 3
64 94 16
65 7 14
65 13 7
65 15 3
65 24 20
65 32 8
65 34 18
65 39 5
65 43 10
65 45 11
65 58 5
65 59 4
65 70 17
65 76 10
65 81 7
65 92 2
65 93 6
65 96 3
65 98 19
66 2 2
66 9 13
66 14 5
66 19 7
66 22 6
66 23 10
66 38 8
66 40 9
66 43 3
66 46 17
66 50 7
66 53 12
66 55 19
66 56 4
66 62 6
66 69 1
66 79 9
66 90 4
66 94 7
66 99 16
67 14 18
67 20 9
67 23 17
67 27 8
67 32 5
67 35 16
67 40 15
67 45 12
67 46 15
67 47 19
67 49 2
67 59 4
67 65 17
67 68 20
67 70 12
67 79 3
67 83 19
67 90 12
67 94 4
67 97 4
68 4 14
68 11 17
68 15 2
68 17 17
68 40 3
68 49 8
68 51 12
68 56 6
68 61 19
68 73 11
68 79 2
68 83 1
68 86 11
68 90 14
68 96 9
69 3 20
69 22 12
69 24 17
69 27 19
69 31 18
69 34 20
69 40 4
69 47 9
69 56 4
69 60 3
69 77 19
69 84 14
69 88 1
69 89 4
69 94 16
69 95 4
70 1 20
70 4 8
70 6 1
70 7 7
70 12 3
70 13 8
70 14 9
70 42 1
70 45 11
70 46 17
70 49 18
70 72 17
70 73 18
70 75 2
70 76 11
70 77 7
71 2 16
71 8 19
71 16 19
71 20 7
71 36 16
71 44 5
71 56 19
71 59 13
71 60 13
71 85 7
71 97 14
72 1 4
72 12 8
72 14 5
72 22 10
72 30 4
72 33 18
72 36 10
72 44 3
72 49 6
72 51 7
72 52 20
72 57 12
72 62 5
72 65 7
72 78 19
72 82 11
72 89 7
72 96 2
72 99 6
73 4 12
73 8 4
73 9 7
73 10 16
73 12 9
73 23 10
73 24 16
73 29 18
73 30 7
73 32 9
73 40 20
73 42 3
73 44 15
73 46 16
73 48 1
73 52 1
73 54 8
73 55 10
73 56 16
73 64 6
73 65 11
73 67 14
73 86 18
74 5 16
74 13 7
74 19 17
74 24 19
74 26 20
74 54 14
74 57 19
74 58 10
74 61 3
74 66 9
74 72 1
74 75 1
74 85 9
74 94 7
74 98 7
75 5 1
75 12 3
75 18 12
75 24 3
75 31 6
75 33 11
75 37 16
75 43 9
75 44 19
75 50 19
75 59 5
75 61 19
75 64 5
75 66 7
75 67 6
75 79 12
75 97 6
75 98 2
75 99 13
76 18 2
76 19 9
76 25 18
76 27 5
76 33 12
76 54 11
76 60 2
76 67 1
76 68 18
76 84 5
76 86 1
76 87 12
76 91 19
76 98 6
77 3 3
77 5 14
77 7 13
77 23 20
77 27 3
77 33 16
77 34 10
77 39 11
77 40 14
77 46 16
77 53 10
77 57 17
77 59 3
77 64 17
77 67 16
77 74 18
77 79 16
77 81 2
77 85 14
78 1 14
78 4 18
78 19 4
78 26 5
78 27 20
78 28 9
78 33 14
78 38 15
78 41 10
78 43 13
78 48 9
78 59 10
78 61 10
78 64 14
78 65 8
78 69 16
78 71 16
78 80 14
78 82 9
78 87 16
78 89 14
78 95 5
78 99 10
79 4 12
79 6 13
79 9 17
79 17 7
79 18 13
79 19 15
79 34 18
79 53 19
79 60 20
79 61 16
79 69 20
79 72 11
79 73 13
79 78 12
79 88 11
79 96 8
79 99 14
80 1 6
80 5 3
80 9 14
80 16 16
80 18 6
80 34 8
80 39 15
80 40 10
80 41 4
80 45 6
80 49 4
80 55 18
80 57 1
80 59 18
80 75 10
80 76 11
80 77 10
80 83 20
80 98 1
81 12 15
81 20 6
81 21 11
81 25 1
81 29 2
81 30 9
81 37 9
81 38 15
81 41 13
81 46 2
81 48 13
81 49 15
81 52 1
81 54 18
81 68 16
81 84 18
81 89 13
81 97 13
81 99 1
82 8 15
82 29 9
82 34 19
82 37 10
82 42 10
82 44 1
82 47 2
82 53 11
82 57 13
82 65 16
82 66 2
82 67 19
82 80 16
82 88 18
82 89 1
83 9 11
83 11 19
83 12 7
83 18 2
83 25 17
83 31 13
83 40 3
83 46 1
83 51 5
83 70 12
83 75 13
83 81 19
83 82 16
83 92 7
84 9 7
84 13 3
84 14 2
84 24 7
84 26 2
84 28 1
84 35 8
84 39 3
84 41 11
84 45 19
84 52 18
84 70 1
84 87 20
84 92 17
85 9 6
85 18 7
85 19 12
85 20 2
85 22 12
85 26 14
85 27 10
85 34 14
85 40 8
85 43 14
85 49 10
85 66 1
85 68 12
85 73 9
85 78 11
85 81 4
85 83 2
85 91 13
85 92 16
85 95 9
85 97 13
86 3 19
86 5 1
86 7 11
86 11 17
86 17 15
86 18 20
86 22 7
86 32 19
86 37 8
86 55 11
86 58 5
86 62 6
86 64 11
86 69 3
86 71 12
86 74 19
86 79 6
86 94 2
86 97 13
86 98 1
87 12 12
87 26 6
87 27 16
87 28 9
87 37 6
87 39 9
87 42 4
87 45 3
87 51 7
87 55 1
87 71 2
87 83 13
87 85 4
87 86 17
87 91 1
87 93 1
87 94 8
87 98 10
88 14 5
88 16 16
88 18 8
88 19 6
88 30 13
88 37 3
88 38 7
88 47 2
88 48 15
88 57 6
88 62 7
88 66 7
88 71 7
88 72 3
88 73 19
88 85 15
88 86 16
89 8 12
89 12 12
89 16 13
89 25 3
89 29 14
89 30 8
89 32 19
89 42 1
89 51 18
89 56 16
89 71 4
89 76 2
89 86 10
89 94 13
90 5 13
90 6 1
90 16 15
90 18 16
90 39 6
90 42 11
90 54 19
90 82 13
90 86 9
90 89 13
90 95 12
90 96 16
90 98 9
91 1 6
91 2 4
91 3 11
91 20 1
91 21 7
91 28 17
91 33 16
91 39 14
91 47 6
91 53 12
91 57 6
91 62 2
91 65 18
91 68 16
91 77 7
91 84 18
91 88 3
91 89 17
91 98 14
92 2 9
92 10 19
92 17 13
92 18 14
92 32 11
92 33 8
92 34 20
92 39 18
92 40 13
92 41 18
92 45 17
92 52 15
92 54 11
92 55 12
92 60 7
92 63 6
92 68 20
92 69 14
92 70 6
92 72 11
92 76 20
92 81 9
92 82 18
92 98 11
92 99 18
93 5 20
93 16 12
93 29 5
93 34 15
93 54 7
93 58 1
93 69 14
93 80 16
93 81 10
93 96 11
93 98 6
93 99 8
94 10 13
94 12 14
94 16 20
94 27 18
94 32 9
94 34 14
94 36 4
94 61 9
94 68 11
94 70 4
94 77 8
94 79 18
95 6 5
95 10 20
95 17 4
95 21 18
95 22 3
95 23 5
95 34 8
95 54 2
95 56 10
95 60 8
95 65 1
95 70 9
95 73 12
95 81 12
95 99 2
96 4 7
96 8 14
96 18 12
96 23 6
96 26 11
96 28 13
96 30 3
96 31 9
96 45 6
96 52 12
96 57 13
96 60 5
96 62 17
96 66 13
96 70 9
96 74 10
96 92 4
97 5 5
97 10 19
97 24 17
97 31 1
97 32 13
97 37 11
97 45 14
97 54 18
97 57 3
97 62 18
97 63 13
97 66 18
97 89 8
97 92 11
97 93 5
97 95 4
97 99 12
98 94 7
