100 821
39 61 0
39 62 0
39 66 0
39 69 0
39 70 1
39 92 17
39 93 3
39 96 0
40 2 11
40 10 0
40 15 8
40 16 0
40 19 6
40 24 0
40 30 19
40 37 0
40 47 19
40 49 0
40 57 9
40 58 10
40 61 20
40 66 2
40 75 6
40 76 11
40 80 0
40 82 5
40 85 0
40 90 0
40 92 3
40 93 0
40 96 0
41 2 5
41 8 0
41 11 17
41 12 4
41 18 11
41 26 10
41 43 0
41 45 5
41 51 0
41 63 0
41 76 8
41 82 0
41 99 13
42 4 0
42 6 0
42 9 5
42 13 0
42 15 0
42 16 12
42 17 12
42 25 0
42 33 0
42 44 18
42 46 4
42 47 0
42 59 16
42 60 0
42 62 12
42 67 6
42 77 0
42 83 0
42 85 0
43 2 0
43 12 0
43 14 6
43 18 11
43 19 0
43 24 19
43 27 0
43 29 0
43 31 0
43 35 0
43 41 18
43 54 20
43 58 0
43 63 19
43 66 18
43 72 14
43 76 0
43 85 2
43 97 0
44 5 13
44 9 8
44 10 20
44 17 12
44 27 0
44 37 0
44 42 0
44 66 15
44 72 15
44 73 0
44 86 1
45 3 0
45 26 0
45 28 0
45 41 0
45 50 0
45 51 0
45 55 0
45 58 18
45 69 0
45 77 0
45 82 0
45 91 2
46 0 0
46 7 0
46 10 0
46 15 11
46 20 0
46 25 0
46 42 0
46 59 0
46 63 3
46 69 1
46 77 0
46 78 0
46 85 18
46 89 2
46 97 0
47 1 14
47 9 16
47 11 20
47 15 17
47 22 0
47 24 4
47 30 0
47 40 0
47 42 5
47 48 6
47 51 14
47 56 7
47 63 0
47 64 0
47 76 10
47 81 0
47 84 0
47 88 0
47 98 10
47 99 3
48 29 16
48 35 0
48 37 14
48 47 0
48 50 0
48 63 5
48 66 2
48 73 14
48 77 3
48 80 0
48 86 0
48 88 0
48 93 14
49 1 0
49 4 0
49 16 0
49 37 0
49 40 6
49 55 0
49 59 0
49 64 18
49 65 6
49 71 0
49 72 20
49 73 2
49 78 0
49 82 7
49 83 17
49 85 0
50 4 0
50 6 0
50 7 0
50 10 0
50 11 1
50 13 14
50 14 0
50 20 0
50 23 9
50 29 0
50 30 0
50 31 8
50 35 0
50 45 1
50 48 15
50 55 0
50 67 0
50 68 0
50 77 0
50 79 12
50 84 0
50 85 6
50 87 15
51 2 14
51 3 3
51 20 11
51 25 0
51 29 8
51 38 12
51 41 4
51 45 3
51 47 0
51 54 0
51 57 0
51 58 7
51 73 12
51 74 0
51 80 0
51 91 0
51 94 0
52 3 12
52 12 5
52 21 0
52 23 0
52 25 0
52 60 2
52 66 0
52 68 5
52 75 4
52 81 17
52 86 0
53 1 7
53 9 0
53 11 0
53 17 0
53 18 0
53 27 17
53 38 7
53 54 0
53 55 0
53 62 8
53 68 0
53 83 19
53 84 13
53 91 0
53 95 7
54 7 0
54 25 18
54 33 12
54 36 11
54 38 0
54 43 0
54 51 15
54 53 5
54 58 0
54 63 13
54 65 18
54 66 0
54 68 0
54 75 6
54 96 12
54 98 16
55 2 4
55 5 12
55 14 4
55 31 19
55 32 5
55 34 0
55 45 18
55 49 9
55 50 20
55 53 12
55 59 6
55 63 0
55 74 0
55 77 4
55 84 4
55 87 0
55 89 0
55 97 1
56 4 14
56 10 0
56 19 0
56 20 0
56 39 0
56 47 0
56 58 0
56 64 0
56 67 3
56 72 5
56 74 0
56 88 17
56 93 0
57 13 0
57 20 0
57 22 6
57 26 0
57 28 0
57 30 0
57 36 0
57 37 0
57 40 0
57 51 10
57 58 17
57 59 0
57 65 0
57 71 0
57 78 0
57 92 0
57 96 14
58 3 7
58 5 3
58 7 0
58 16 0
58 20 11
58 22 0
58 25 0
58 32 0
58 38 0
58 40 0
58 43 19
58 45 0
58 51 0
58 54 1
58 56 2
58 57 0
58 61 2
58 65 3
58 67 2
58 73 0
58 77 7
58 81 0
58 91 3
59 5 0
59 13 0
59 17 0
59 19 0
59 25 3
59 28 0
59 32 17
59 42 0
59 46 18
59 49 7
59 55 0
59 57 2
59 63 5
59 72 20
59 79 0
59 81 0
59 82 13
59 89 0
59 90 0
59 92 15
59 94 0
60 8 11
60 13 8
60 15 17
60 17 0
60 26 8
60 31 5
60 33 0
60 42 17
60 52 0
60 72 15
60 76 0
60 80 15
60 86 0
60 91 16
60 93 0
61 1 0
61 8 0
61 21 2
61 30 18
61 34 16
61 39 8
61 40 0
61 58 0
61 74 0
61 85 8
61 93 0
61 94 0
62 5 9
62 11 2
62 16 0
62 17 14
62 22 11
62 26 2
62 29 3
62 39 7
62 42 0
62 53 0
62 65 4
62 77 11
62 83 0
63 2 5
63 6 0
63 11 0
63 15 0
63 23 20
63 26 0
63 28 0
63 34 0
63 41 17
63 43 0
63 46 0
63 47 17
63 48 0
63 54 0
63 55 3
63 59 0
63 69 12
63 74 1
63 80 20
63 82 3
63 83 0
63 89 11
63 98 18
64 4 3
64 10 0
64 17 0
64 20 0
64 28 5
64 31 0
64 33 16
64 47 12
64 49 0
64 56 1
64 65 0
64 70 6
64 75 0
64 76 3
64 81 2
64 85 0
64 89 19
65 2 0
65 3 0
65 10 0
65 18 0
65 19 0
65 24 0
65 30 9
65 36 0
65 49 0
65 54 0
65 57 6
65 58 0
65 62 0
65 64 12
65 66 9
65 67 0
65 70 6
65 74 0
65 75 5
65 92 0
65 96 0
66 10 12
66 11 20
66 12 0
66 28 0
66 30 0
66 39 1
66 40 0
66 43 0
66 44 0
66 48 0
66 52 20
66 54 3
66 65 0
66 71 0
66 79 0
66 88 0
66 93 4
66 99 3
67 2 12
67 7 15
67 21 0
67 22 0
67 26 14
67 37 2
67 42 0
67 50 16
67 56 0
67 58 0
67 65 6
67 88 4
67 95 0
68 2 16
68 3 8
68 31 6
68 36 10
68 50 16
68 52 0
68 53 13
68 54 15
68 77 0
68 78 0
68 80 13
68 90 2
68 98 11
69 5 0
69 10 19
69 18 18
69 32 19
69 33 9
69 37 5
69 38 0
69 39 18
69 45 2
69 46 0
69 63 0
69 78 0
69 83 8
69 84 20
69 87 10
69 91 8
70 2 13
70 5 0
70 11 4
70 19 5
70 23 0
70 24 20
70 26 20
70 36 0
70 39 0
70 64 0
70 65 0
70 74 8
70 77 11
70 92 16
71 3 0
71 6 0
71 7 0
71 28 15
71 33 12
71 49 6
71 57 13
71 66 8
71 72 19
71 75 0
71 77 0
71 82 0
71 91 9
72 1 17
72 4 6
72 9 10
72 13 0
72 18 0
72 19 18
72 25 0
72 35 17
72 36 5
72 43 0
72 44 0
72 49 0
72 56 0
72 59 0
72 60 0
72 71 0
72 79 0
72 91 14
73 1 17
73 3 6
73 7 10
73 33 12
73 34 2
73 44 11
73 48 0
73 49 0
73 51 0
73 58 8
73 78 0
74 1 0
74 2 0
74 31 14
74 38 18
74 51 4
74 55 12
74 56 2
74 61 8
74 63 0
74 65 12
74 70 0
74 79 8
74 80 0
75 10 0
75 11 20
75 21 11
75 24 6
75 28 0
75 31 1
75 40 0
75 52 0
75 54 0
75 64 20
75 65 0
75 71 7
75 82 0
75 88 0
75 89 9
76 6 0
76 14 5
76 19 0
76 23 4
76 40 0
76 41 0
76 43 2
76 47 0
76 60 19
76 64 0
76 78 19
76 79 0
76 81 9
76 85 0
76 97 0
77 3 0
77 10 10
77 14 14
77 16 0
77 23 0
77 25 0
77 42 17
77 45 14
77 46 1
77 48 0
77 50 4
77 55 0
77 58 0
77 62 0
77 68 9
77 70 0
77 71 8
77 79 0
77 80 0
77 81 1
77 85 0
77 90 10
77 98 8
77 99 15
78 3 0
78 4 0
78 28 0
78 32 10
78 33 17
78 46 10
78 49 5
78 57 8
78 68 9
78 69 13
78 73 13
78 76 0
78 79 0
78 89 0
78 90 0
78 91 0
78 92 9
79 1 0
79 2 6
79 3 0
79 7 0
79 8 20
79 21 11
79 25 1
79 29 0
79 31 0
79 50 0
79 59 10
79 66 18
79 72 6
79 74 0
79 76 6
79 77 13
79 78 5
79 89 0
79 91 0
79 95 0
79 97 13
80 7 0
80 11 6
80 13 9
80 17 2
80 19 0
80 23 0
80 36 16
80 40 13
80 48 14
80 51 14
80 60 0
80 63 0
80 68 0
80 74 4
80 77 15
80 81 0
80 93 20
81 9 2
81 10 0
81 12 0
81 13 0
81 22 20
81 27 0
81 28 0
81 32 0
81 34 0
81 35 0
81 36 0
81 47 9
81 52 0
81 58 12
81 59 2
81 64 0
81 76 0
81 77 0
81 80 3
81 83 11
81 84 0
81 91 0
81 92 0
81 96 0
82 2 0
82 18 0
82 30 0
82 34 16
82 40 0
82 41 12
82 45 15
82 49 0
82 59 0
82 63 0
82 71 20
82 75 16
82 91 16
83 11 3
83 12 14
83 17 15
83 18 0
83 25 14
83 35 0
83 42 14
83 49 0
83 53 0
83 62 2
83 63 5
83 69 0
83 81 0
83 89 7
84 3 18
84 4 18
84 5 0
84 6 0
84 14 0
84 25 0
84 47 5
84 50 8
84 53 0
84 55 0
84 69 0
84 81 2
84 86 15
84 88 0
84 89 15
84 90 14
85 8 20
85 10 13
85 19 12
85 20 1
85 25 16
85 26 0
85 27 15
85 29 0
85 30 12
85 34 1
85 40 17
85 42 13
85 43 0
85 46 0
85 49 20
85 50 0
85 61 0
85 64 9
85 76 6
85 77 4
85 98 8
86 2 13
86 10 0
86 20 7
86 23 0
86 44 0
86 48 7
86 52 10
86 60 8
86 84 0
86 88 7
86 90 13
86 91 0
86 94 18
86 95 0
86 97 0
87 7 8
87 15 0
87 17 0
87 22 0
87 28 0
87 36 5
87 38 0
87 50 0
87 55 2
87 69 0
87 88 20
87 89 0
87 92 0
87 97 4
88 4 14
88 6 4
88 20 16
88 21 10
88 31 0
88 37 0
88 47 12
88 48 5
88 56 0
88 66 5
88 67 0
88 75 20
88 84 13
88 86 0
88 87 0
88 89 0
88 96 0
88 97 5
89 1 0
89 4 11
89 19 0
89 32 0
89 46 0
89 55 9
89 59 5
89 63 0
89 64 0
89 75 0
89 78 12
89 79 5
89 83 0
89 84 0
89 87 14
89 88 4
89 92 3
90 8 0
90 13 0
90 14 7
90 17 0
90 22 11
90 23 12
90 34 0
90 36 0
90 40 17
90 59 18
90 68 0
90 77 0
90 78 11
90 84 0
90 86 0
90 92 18
91 5 0
91 8 0
91 12 0
91 14 0
91 16 0
91 17 0
91 26 5
91 28 0
91 29 0
91 30 20
91 45 0
91 51 3
91 53 3
91 58 0
91 60 0
91 69 0
91 71 0
91 72 0
91 78 19
91 79 1
91 81 16
91 82 0
91 86 17
91 93 19
91 99 18
92 5 0
92 10 3
92 15 20
92 18 0
92 24 9
92 29 0
92 35 7
92 39 0
92 40 0
92 57 3
92 59 0
92 65 15
92 70 0
92 78 0
92 81 5
92 87 16
92 89 0
92 90 0
93 7 0
93 12 15
93 13 20
93 15 7
93 16 0
93 18 19
93 20 0
93 25 1
93 26 0
93 31 5
93 33 4
93 37 3
93 39 0
93 40 18
93 48 0
93 56 6
93 60 20
93 61 1
93 66 0
93 80 0
93 91 0
93 94 0
93 95 9
94 10 7
94 16 0
94 19 20
94 20 1
94 24 11
94 26 0
94 51 5
94 59 12
94 61 10
94 86 0
94 93 9
95 7 9
95 8 0
95 16 13
95 17 0
95 18 7
95 20 0
95 21 11
95 24 0
95 53 0
95 67 11
95 79 4
95 86 12
95 93 0
95 96 12
96 14 0
96 24 0
96 27 0
96 29 0
96 36 8
96 39 3
96 40 5
96 54 0
96 57 0
96 65 18
96 81 18
96 88 8
96 95 0
97 0 0
97 13 5
97 16 20
97 18 9
97 38 0
97 43 20
97 46 6
97 55 0
97 76 16
97 79 0
97 86 7
97 87 0
97 88 0
97 98 17
98 19 2
98 24 0
98 34 0
98 47 0
98 54 0
98 63 0
98 68 0
98 77 0
98 85 0
98 97 0
99 10 0
99 11 0
99 23 0
99 28 0
99 41 0
99 47 0
99 66 0
99 77 0
99 91 0
